issn|area|titulo|estrato|classificacao
0969-6016|CIÊNCIA DA COMPUTAÇÃO|International Transactions in Operational Research|B4|Atualizada em 2012
1751-1461|CIÊNCIA DA COMPUTAÇÃO|International Transactions on Systems Science and Applications (Print)|B4|Atualizada em 2012
1542-7951|CIÊNCIA DA COMPUTAÇÃO|Internet Mathematics (Print)|B1|Atualizada em 2012
1066-2243|CIÊNCIA DA COMPUTAÇÃO|Internet Research|B1|Atualizada em 2012
2178-6119|CIÊNCIA DA COMPUTAÇÃO|Interval Mathematics and Connections in Teaching and Scientific Development|B5|Atualizada em 2012
0874-5161|CIÊNCIA DA COMPUTAÇÃO|Investigação Operacional|B4|Atualizada em 2012
1516-697X|CIÊNCIA DA COMPUTAÇÃO|IP (Belo Horizonte)|B5|Atualizada em 2012
0021-2172|CIÊNCIA DA COMPUTAÇÃO|Israel Journal of Mathematics|B2|Atualizada em 2012
1984-2902|CIÊNCIA DA COMPUTAÇÃO|iSys: Revista Brasileira de Sistemas de Informação|B3|Atualizada em 2012
1520-9202|CIÊNCIA DA COMPUTAÇÃO|IT Professional|B2|Atualizada em 2012
1120-1770|CIÊNCIA DA COMPUTAÇÃO|Italian Journal of Food Sciences|C|Atualizada em 2012
1460-7425|CIÊNCIA DA COMPUTAÇÃO|JASSS (Guildford)|B2|Atualizada em 2012
0835-3026|CIÊNCIA DA COMPUTAÇÃO|JCMCC. Journal of Combinatorial Mathematics and Combinatorial Computing|B4|Atualizada em 2012
1845-6421|CIÊNCIA DA COMPUTAÇÃO|JCOMSS - Journal of Communications Software and Systems|B5|Atualizada em 2012
1807-1953|CIÊNCIA DA COMPUTAÇÃO|JICS. Journal of Integrated Circuits and Systems (Ed. Português)|B5|Atualizada em 2012
1808-4400|CIÊNCIA DA COMPUTAÇÃO|Jornalistas da Web|C|Atualizada em 2012
1433-8157|CIÊNCIA DA COMPUTAÇÃO|Journal for Geometry and Graphics|B3|Atualizada em 2012
0197-6729|CIÊNCIA DA COMPUTAÇÃO|Journal of Advanced Transportation|B3|Atualizada em 2012
1984-9648|CIÊNCIA DA COMPUTAÇÃO|Journal of Aerospace Technology and Management (Impresso)|B5|Atualizada em 2012
0969-6997|CIÊNCIA DA COMPUTAÇÃO|Journal of Air Transport Management|B2|Atualizada em 2012
0021-8693|CIÊNCIA DA COMPUTAÇÃO|Journal of Algebra (Print)|B3|Atualizada em 2012
1090-2678|CIÊNCIA DA COMPUTAÇÃO|Journal of Algorithms (Online)|A2|Atualizada em 2012
0196-6774|CIÊNCIA DA COMPUTAÇÃO|Journal of Algorithms (Print)|A2|Atualizada em 2012
1570-8683|CIÊNCIA DA COMPUTAÇÃO|Journal of Applied Logic|B3|Atualizada em 2012
0021-8936|CIÊNCIA DA COMPUTAÇÃO|Journal of Applied Mechanics|B2|Atualizada em 2012
1558-8424|CIÊNCIA DA COMPUTAÇÃO|Journal of Applied Meteorology and Climatology|B2|Atualizada em 2012
1166-3081|CIÊNCIA DA COMPUTAÇÃO|Journal of Applied Non-Classical Logics|B2|Atualizada em 2012
0021-8979|CIÊNCIA DA COMPUTAÇÃO|Journal of Applied Physics|B2|Atualizada em 2012
1097-4628|CIÊNCIA DA COMPUTAÇÃO|Journal of Applied Polymer Science (Online)|B1|Atualizada em 2012
1067-5817|CIÊNCIA DA COMPUTAÇÃO|Journal of Applied Statistical Science|B5|Atualizada em 2012
0266-4763|CIÊNCIA DA COMPUTAÇÃO|Journal of Applied Statistics|B4|Atualizada em 2012
0739-0572|CIÊNCIA DA COMPUTAÇÃO|Journal of Atmospheric and Oceanic Technology|B2|Atualizada em 2012
1573-0670|CIÊNCIA DA COMPUTAÇÃO|Journal of Automated Reasoning (Dordrecht. Online)|B1|Atualizada em 2012
0021-9193|CIÊNCIA DA COMPUTAÇÃO|Journal of Bacteriology (Print)|B2|Atualizada em 2012
0219-7200|CIÊNCIA DA COMPUTAÇÃO|Journal of Bioinformatics and Computational Biology (Print)|B1|Atualizada em 2012
1532-0464|CIÊNCIA DA COMPUTAÇÃO|Journal of Biomedical Informatics|A2|Atualizada em 2012
1549-960X|CIÊNCIA DA COMPUTAÇÃO|Journal of Chemical Information and Modeling (Online)|B1|Atualizada em 2012
0886-9383|CIÊNCIA DA COMPUTAÇÃO|Journal of Chemometrics (Print)|B2|Atualizada em 2012
0218-1266|CIÊNCIA DA COMPUTAÇÃO|Journal of Circuits, Systems, and Computers|B2|Atualizada em 2012
0959-6526|CIÊNCIA DA COMPUTAÇÃO|Journal of Cleaner Production|B2|Atualizada em 2012
0095-1137|CIÊNCIA DA COMPUTAÇÃO|Journal of Clinical Microbiology (Print)|B1|Atualizada em 2012
1386-6532|CIÊNCIA DA COMPUTAÇÃO|Journal of Clinical Virology|B1|Atualizada em 2012
0749-0208|CIÊNCIA DA COMPUTAÇÃO|Journal of Coastal Research|B3|Atualizada em 2012
1382-6905|CIÊNCIA DA COMPUTAÇÃO|Journal of Combinatorial Optimization|B1|Atualizada em 2012
1573-2886|CIÊNCIA DA COMPUTAÇÃO|Journal of Combinatorial Optimization (Dordrecht. Online)|B1|Atualizada em 2012
0097-3165|CIÊNCIA DA COMPUTAÇÃO|Journal of Combinatorial Theory. Series A (Print)|B1|Atualizada em 2012
0095-8956|CIÊNCIA DA COMPUTAÇÃO|Journal of Combinatorial Theory. Series B (Print)|B1|Atualizada em 2012
1548-7709|CIÊNCIA DA COMPUTAÇÃO|Journal of Communication and Computer|B5|Atualizada em 2012
1229-2370|CIÊNCIA DA COMPUTAÇÃO|Journal of Communications and Networks (Seoul. Print)|B2|Atualizada em 2012
1090-2708|CIÊNCIA DA COMPUTAÇÃO|Journal of Complexity (Online)|B1|Atualizada em 2012
0885-064X|CIÊNCIA DA COMPUTAÇÃO|Journal of Complexity (Print)|B1|Atualizada em 2012
0377-0427|CIÊNCIA DA COMPUTAÇÃO|Journal of Computational and Applied Mathematics|A2|Atualizada em 2012
1066-5277|CIÊNCIA DA COMPUTAÇÃO|Journal of Computational Biology|A1|Atualizada em 2012
0192-8651|CIÊNCIA DA COMPUTAÇÃO|Journal of Computational Chemistry|A1|Atualizada em 2012
1569-8025|CIÊNCIA DA COMPUTAÇÃO|Journal of Computational Electronics (Print)|B3|Atualizada em 2012
1983-8409|CIÊNCIA DA COMPUTAÇÃO|Journal of Computational Interdisciplinary Sciences|B5|Atualizada em 2012
1090-2716|CIÊNCIA DA COMPUTAÇÃO|Journal of Computational Physics (Online)|A1|Atualizada em 2012
0021-9991|CIÊNCIA DA COMPUTAÇÃO|Journal of Computational Physics (Print)|A1|Atualizada em 2012
1064-2307|CIÊNCIA DA COMPUTAÇÃO|Journal of Computer & Systems Sciences International|B3|Atualizada em 2012
1090-2724|CIÊNCIA DA COMPUTAÇÃO|Journal of Computer and System Sciences (Online)|A2|Atualizada em 2012
0022-0000|CIÊNCIA DA COMPUTAÇÃO|Journal of Computer and System Sciences (Print)|A2|Atualizada em 2012
1000-9000|CIÊNCIA DA COMPUTAÇÃO|Journal of Computer Science and Technology|B2|Atualizada em 2012
1666-6038|CIÊNCIA DA COMPUTAÇÃO|Journal of Computer Science and Technology (La Plata. En línea)|B2|Atualizada em 2012
1549-3636|CIÊNCIA DA COMPUTAÇÃO|Journal of Computer Sciences|B3|Atualizada em 2012
0928-1045|CIÊNCIA DA COMPUTAÇÃO|Journal of Computer-Aided Materials Design|B1|Atualizada em 2012
1573-4951|CIÊNCIA DA COMPUTAÇÃO|Journal of Computer-Aided Molecular Design (Dordrecht. Online)|A1|Atualizada em 2012
1796-203X|CIÊNCIA DA COMPUTAÇÃO|Journal of Computers|B4|Atualizada em 2012
1530-9827|CIÊNCIA DA COMPUTAÇÃO|Journal of Computing and Information Science in Engineering|B2|Atualizada em 2012
0887-3801|CIÊNCIA DA COMPUTAÇÃO|Journal of Computing in Civil Engineering|B1|Atualizada em 2012
1976-4677|CIÊNCIA DA COMPUTAÇÃO|Journal of Computing Science and Engineering (Seoul)|B4|Atualizada em 2012
1975-9320|CIÊNCIA DA COMPUTAÇÃO|Journal of Convergence Information Technology (Gyeongju)|B4|Atualizada em 2012
0944-6532|CIÊNCIA DA COMPUTAÇÃO|Journal of Convex Analysis|B1|Atualizada em 2012
1432-1378|CIÊNCIA DA COMPUTAÇÃO|Journal of Cryptology (Internet)|A2|Atualizada em 2012
1296-2074|CIÊNCIA DA COMPUTAÇÃO|Journal of Cultural Heritage|B2|Atualizada em 2012
1680-743X|CIÊNCIA DA COMPUTAÇÃO|Journal of Data Science (Print)|B5|Atualizada em 2012
1533-8010|CIÊNCIA DA COMPUTAÇÃO|Journal of Database Management (Online)|B2|Atualizada em 2012
1246-0125|CIÊNCIA DA COMPUTAÇÃO|Journal of Decision Systems|B5|Atualizada em 2012
0897-1889|CIÊNCIA DA COMPUTAÇÃO|Journal of Digital Imaging|B1|Atualizada em 2012
1618-727X|CIÊNCIA DA COMPUTAÇÃO|Journal of Digital Imaging (Internet)|B1|Atualizada em 2012
0972-7272|CIÊNCIA DA COMPUTAÇÃO|Journal of Digital Information Management|B5|Atualizada em 2012
1570-8667|CIÊNCIA DA COMPUTAÇÃO|Journal of Discrete Algorithms (Print)|B3|Atualizada em 2012
1943-7978|CIÊNCIA DA COMPUTAÇÃO|Journal of Education, Informatics and Cybernetics|B5|Atualizada em 2012
1881-4581|CIÊNCIA DA COMPUTAÇÃO|Journal of Ehealth Technology and Application|B5|Atualizada em 2012
0374-3535|CIÊNCIA DA COMPUTAÇÃO|Journal of Elasticity|B2|Atualizada em 2012
1017-9909|CIÊNCIA DA COMPUTAÇÃO|Journal of Electronic Imaging (Print)|A2|Atualizada em 2012
0923-8174|CIÊNCIA DA COMPUTAÇÃO|Journal of Electronic Testing|B2|Atualizada em 2012
1573-0727|CIÊNCIA DA COMPUTAÇÃO|Journal of Electronic Testing (Dordrecht. Online)|B2|Atualizada em 2012
1229-425X|CIÊNCIA DA COMPUTAÇÃO|Journal of Electronics and Computer Science - Kawandong University|B4|Atualizada em 2012
1740-4460|CIÊNCIA DA COMPUTAÇÃO|Journal of Embedded Computing|B3|Atualizada em 2012
1798-0461|CIÊNCIA DA COMPUTAÇÃO|Journal of Emerging Technologies in Web Intelligence|B4|Atualizada em 2012
0378-8741|CIÊNCIA DA COMPUTAÇÃO|Journal of Ethnopharmacology|B1|Atualizada em 2012
1362-3079|CIÊNCIA DA COMPUTAÇÃO|Journal of Experimental and Theoretical Artificial Intelligence (Online)|B2|Atualizada em 2012
0952-813X|CIÊNCIA DA COMPUTAÇÃO|Journal of Experimental and Theoretical Artificial Intelligence (Print)|B2|Atualizada em 2012
1098-612X|CIÊNCIA DA COMPUTAÇÃO|Journal of Feline Medicine and Surgery|B2|Atualizada em 2012
1556-4959|CIÊNCIA DA COMPUTAÇÃO|Journal of Field Robotics|A1|Atualizada em 2012
1972-5787|CIÊNCIA DA COMPUTAÇÃO|Journal of Formalized Reasoning|B4|Atualizada em 2012
1469-7653|CIÊNCIA DA COMPUTAÇÃO|Journal of Functional Programming (Online)|B1|Atualizada em 2012
0148-0227|CIÊNCIA DA COMPUTAÇÃO|Journal of Geophysical Research|B1|Atualizada em 2012
0925-5001|CIÊNCIA DA COMPUTAÇÃO|Journal of Global Optimization|A2|Atualizada em 2012
1573-2916|CIÊNCIA DA COMPUTAÇÃO|Journal of Global Optimization (Dordrecht. Online)|A2|Atualizada em 2012
1097-0118|CIÊNCIA DA COMPUTAÇÃO|Journal of Graph Theory (Online)|B1|Atualizada em 2012
0364-9024|CIÊNCIA DA COMPUTAÇÃO|Journal of Graph Theory (Print)|B1|Atualizada em 2012
1570-7873|CIÊNCIA DA COMPUTAÇÃO|Journal of Grid Computing|B1|Atualizada em 2012
2175-4411|CIÊNCIA DA COMPUTAÇÃO|Journal of Health Informatics|B5|Atualizada em 2012
1381-1231|CIÊNCIA DA COMPUTAÇÃO|Journal of Heuristics|A2|Atualizada em 2012
1572-9397|CIÊNCIA DA COMPUTAÇÃO|Journal of Heuristics (Dordrecht. Online)|A2|Atualizada em 2012
0926-6801|CIÊNCIA DA COMPUTAÇÃO|Journal of High Speed Networks|B3|Atualizada em 2012
1465-1734|CIÊNCIA DA COMPUTAÇÃO|Journal of Hydroinformatics (Online)|B3|Atualizada em 2012
1735-5702|CIÊNCIA DA COMPUTAÇÃO|Journal of Industrial Engineering International|C|Atualizada em 2012
2178-7107|CIÊNCIA DA COMPUTAÇÃO|Journal of Information and Data Management - JIDM|B3|Atualizada em 2012
1554-1010|CIÊNCIA DA COMPUTAÇÃO|Journal of Information Assurance and Security|B3|Atualizada em 2012
1976-913X|CIÊNCIA DA COMPUTAÇÃO|Journal of Information Processing Systems|B4|Atualizada em 2012
0165-5515|CIÊNCIA DA COMPUTAÇÃO|Journal of Information Science|B1|Atualizada em 2012
1016-2364|CIÊNCIA DA COMPUTAÇÃO|Journal of Information Science and Engineering|B2|Atualizada em 2012
1466-4437|CIÊNCIA DA COMPUTAÇÃO|Journal of Information Technology (Online)|B1|Atualizada em 2012
1751-1577|CIÊNCIA DA COMPUTAÇÃO|Journal of Informatrics|B2|Atualizada em 2012
1064-1246|CIÊNCIA DA COMPUTAÇÃO|Journal of Intelligent & Fuzzy Systems|B2|Atualizada em 2012
0921-0296|CIÊNCIA DA COMPUTAÇÃO|Journal of Intelligent & Robotic Systems|B1|Atualizada em 2012
1573-0409|CIÊNCIA DA COMPUTAÇÃO|Journal of Intelligent & Robotic Systems (Dordrecht. Online)|B1|Atualizada em 2012
0925-9902|CIÊNCIA DA COMPUTAÇÃO|Journal of Intelligent Information Systems|B1|Atualizada em 2012
1573-7675|CIÊNCIA DA COMPUTAÇÃO|Journal of Intelligent Information Systems (Dordrecht. Online)|B1|Atualizada em 2012
1572-8145|CIÊNCIA DA COMPUTAÇÃO|Journal of Intelligent Manufacturing (Dordrecht. Online)|B1|Atualizada em 2012
1791-177X|CIÊNCIA DA COMPUTAÇÃO|Journal of Internet Engineering|B5|Atualizada em 2012
1867-4828|CIÊNCIA DA COMPUTAÇÃO|Journal of Internet Services and Applications|B4|Atualizada em 2012
0733-8724|CIÊNCIA DA COMPUTAÇÃO|Journal of Lightwave Technology (Print)|B1|Atualizada em 2012
1567-8326|CIÊNCIA DA COMPUTAÇÃO|Journal of Logic and Algebraic Programming|B1|Atualizada em 2012
1465-363X|CIÊNCIA DA COMPUTAÇÃO|Journal of Logic and Computation (Online)|B1|Atualizada em 2012
0955-792X|CIÊNCIA DA COMPUTAÇÃO|Journal of Logic and Computation (Print)|B1|Atualizada em 2012
0925-8531|CIÊNCIA DA COMPUTAÇÃO|Journal of Logic, Language and Information|B2|Atualizada em 2012
0950-4230|CIÊNCIA DA COMPUTAÇÃO|Journal of Loss Prevention in the Process Industries|B2|Atualizada em 2012
1546-1998|CIÊNCIA DA COMPUTAÇÃO|Journal of Low Power Electronics (Print)|B2|Atualizada em 2012
1532-4435|CIÊNCIA DA COMPUTAÇÃO|Journal of Machine Learning Research|A1|Atualizada em 2012
1533-7928|CIÊNCIA DA COMPUTAÇÃO|Journal of Machine Learning Research (Online)|A1|Atualizada em 2012
0742-1222|CIÊNCIA DA COMPUTAÇÃO|Journal of Management Information Systems|A1|Atualizada em 2012
0924-0136|CIÊNCIA DA COMPUTAÇÃO|Journal of Materials Processing Technology|B2|Atualizada em 2012
1096-0813|CIÊNCIA DA COMPUTAÇÃO|Journal of Mathematical Analysis and Applications (Online)|B2|Atualizada em 2012
0022-247X|CIÊNCIA DA COMPUTAÇÃO|Journal of Mathematical Analysis and Applications (Print)|B2|Atualizada em 2012
0303-6812|CIÊNCIA DA COMPUTAÇÃO|Journal of Mathematical Biology (Print)|B2|Atualizada em 2012
0924-9907|CIÊNCIA DA COMPUTAÇÃO|Journal of Mathematical Imaging and Vision|B1|Atualizada em 2012
1573-7683|CIÊNCIA DA COMPUTAÇÃO|Journal of Mathematical Imaging and Vision (Dordrecht. Online)|B1|Atualizada em 2012
0022-2488|CIÊNCIA DA COMPUTAÇÃO|Journal of Mathematical Physics|B2|Atualizada em 2012
1072-3374|CIÊNCIA DA COMPUTAÇÃO|Journal of Mathematical Sciences (New York, N.Y.)|B3|Atualizada em 2012
0146-6615|CIÊNCIA DA COMPUTAÇÃO|Journal of Medical Virology (Print)|B2|Atualizada em 2012
1516-7399|CIÊNCIA DA COMPUTAÇÃO|Journal of Microwaves and Optoelectronics|B3|Atualizada em 2012
0022-2836|CIÊNCIA DA COMPUTAÇÃO|Journal of Molecular Biology|B1|Atualizada em 2012
1093-3263|CIÊNCIA DA COMPUTAÇÃO|Journal of Molecular Graphics & Modelling|A2|Atualizada em 2012
0948-5023|CIÊNCIA DA COMPUTAÇÃO|Journal of Molecular Modeling (Online)|B2|Atualizada em 2012
1610-2940|CIÊNCIA DA COMPUTAÇÃO|Journal of Molecular Modeling (Print)|B2|Atualizada em 2012
1796-2048|CIÊNCIA DA COMPUTAÇÃO|Journal of Multimedia|B4|Atualizada em 2012
1542-3980|CIÊNCIA DA COMPUTAÇÃO|Journal of Multiple-Valued Logic and Soft Computing|B3|Atualizada em 2012
0047-259X|CIÊNCIA DA COMPUTAÇÃO|Journal of Multivariate Analysis|B2|Atualizada em 2012
1095-7243|CIÊNCIA DA COMPUTAÇÃO|Journal of Multivariate Analysis (Online)|B2|Atualizada em 2012
1084-8045|CIÊNCIA DA COMPUTAÇÃO|Journal of Network and Computer Applications|B1|Atualizada em 2012
1095-8592|CIÊNCIA DA COMPUTAÇÃO|Journal of Network and Computer Applications (Online)|B1|Atualizada em 2012
1064-7570|CIÊNCIA DA COMPUTAÇÃO|Journal of Network and Systems Management|B3|Atualizada em 2012
1796-2056|CIÊNCIA DA COMPUTAÇÃO|Journal of Networks|B4|Atualizada em 2012
0165-0270|CIÊNCIA DA COMPUTAÇÃO|Journal of Neuroscience Methods|B2|Atualizada em 2012
0929-8215|CIÊNCIA DA COMPUTAÇÃO|Journal of New Music Research|B3|Atualizada em 2012
2092-8637|CIÊNCIA DA COMPUTAÇÃO|Journal of Next Generation Information Technology|B5|Atualizada em 2012
0377-0257|CIÊNCIA DA COMPUTAÇÃO|Journal of Non-Newtonian Fluid Mechanics (Print)|B2|Atualizada em 2012
1048-5252|CIÊNCIA DA COMPUTAÇÃO|Journal of Nonparametric Statistics (Print)|B3|Atualizada em 2012
0022-3131|CIÊNCIA DA COMPUTAÇÃO|Journal of Nuclear Science and Technology|B2|Atualizada em 2012
1660-1769|CIÊNCIA DA COMPUTAÇÃO|Journal of Object Technology|B2|Atualizada em 2012
1943-0620|CIÊNCIA DA COMPUTAÇÃO|Journal of Optical Communications and Networking (Print)|B1|Atualizada em 2012
0022-3239|CIÊNCIA DA COMPUTAÇÃO|Journal of Optimization Theory and Applications|A2|Atualizada em 2012
1573-2878|CIÊNCIA DA COMPUTAÇÃO|Journal of Optimization Theory and Applications (Dordrecht. Online)|A2|Atualizada em 2012
1532-7744|CIÊNCIA DA COMPUTAÇÃO|Journal of Organizational Computing and Electronic Commerce (Online)|B2|Atualizada em 2012
1096-0848|CIÊNCIA DA COMPUTAÇÃO|Journal of Parallel and Distributed Computing (Online)|A2|Atualizada em 2012
0743-7315|CIÊNCIA DA COMPUTAÇÃO|Journal of Parallel and Distributed Computing (Print)|A2|Atualizada em 2012
1558-884X|CIÊNCIA DA COMPUTAÇÃO|Journal of Pattern Recognition Research|B4|Atualizada em 2012
0920-4105|CIÊNCIA DA COMPUTAÇÃO|Journal of Petroleum Science & Engineering|B2|Atualizada em 2012
0022-3611|CIÊNCIA DA COMPUTAÇÃO|Journal of Philosophical Logic|B3|Atualizada em 2012
1751-8113|CIÊNCIA DA COMPUTAÇÃO|Journal of Physics. A, Mathematical and Theoretical (Print)|B2|Atualizada em 2012
1742-6596|CIÊNCIA DA COMPUTAÇÃO|Journal of Physics. Conference Series (Online)|B2|Atualizada em 2012
1535-3907|CIÊNCIA DA COMPUTAÇÃO|Journal of Proteome Research (Online)|B2|Atualizada em 2012
1874-3919|CIÊNCIA DA COMPUTAÇÃO|Journal of Proteomics (Print)|B2|Atualizada em 2012
0022-4049|CIÊNCIA DA COMPUTAÇÃO|Journal of Pure and Applied Algebra (Print)|B2|Atualizada em 2012
0022-4065|CIÊNCIA DA COMPUTAÇÃO|Journal of Quality Technology|B2|Atualizada em 2012
1443-458X|CIÊNCIA DA COMPUTAÇÃO|Journal of Research and Practice in Information Technology|B3|Atualizada em 2012
1752-8887|CIÊNCIA DA COMPUTAÇÃO|Journal of Risk Management in Financial Institutions (Print)|C|Atualizada em 2012
1094-6136|CIÊNCIA DA COMPUTAÇÃO|Journal of Scheduling|B1|Atualizada em 2012
1939-8018|CIÊNCIA DA COMPUTAÇÃO|Journal of Signal Processing Systems for Signal, Image, and Video Technology|B1|Atualizada em 2012
1939-8115|CIÊNCIA DA COMPUTAÇÃO|Journal of Signal Processing Systems for Signal, Image, and Video Technology (Online)|B1|Atualizada em 2012
1796-217X|CIÊNCIA DA COMPUTAÇÃO|Journal of Software|B4|Atualizada em 2012
1532-0618|CIÊNCIA DA COMPUTAÇÃO|Journal of Software Maintenance and Evolution|B2|Atualizada em 2012
1532-060X|CIÊNCIA DA COMPUTAÇÃO|Journal of Software Maintenance and Evolution (Print)|B2|Atualizada em 2012
0928-0707|CIÊNCIA DA COMPUTAÇÃO|Journal of Sol-Gel Science and Technology|B2|Atualizada em 2012
1303-2968|CIÊNCIA DA COMPUTAÇÃO|Journal of Sports Science and Medicine|B3|Atualizada em 2012
0094-9655|CIÊNCIA DA COMPUTAÇÃO|Journal of Statistical Computation and Simulation (Print)|B1|Atualizada em 2012
1742-5468|CIÊNCIA DA COMPUTAÇÃO|Journal of Statistical Mechanics|B2|Atualizada em 2012
0378-3758|CIÊNCIA DA COMPUTAÇÃO|Journal of Statistical Planning and Inference (Print)|B2|Atualizada em 2012
1548-7660|CIÊNCIA DA COMPUTAÇÃO|Journal of statistical software|A1|Atualizada em 2012
1538-7887|CIÊNCIA DA COMPUTAÇÃO|Journal of Statistical Theory and Applications|B5|Atualizada em 2012
0963-8687|CIÊNCIA DA COMPUTAÇÃO|Journal of Strategic Information Systems|A1|Atualizada em 2012
0920-8542|CIÊNCIA DA COMPUTAÇÃO|Journal of Supercomputing|B3|Atualizada em 2012
0747-7171|CIÊNCIA DA COMPUTAÇÃO|Journal of Symbolic Computation|B1|Atualizada em 2012
1095-855X|CIÊNCIA DA COMPUTAÇÃO|Journal of Symbolic Computation (Online)|B1|Atualizada em 2012
1383-7621|CIÊNCIA DA COMPUTAÇÃO|Journal of Systems Architecture|B1|Atualizada em 2012
1067-5027|CIÊNCIA DA COMPUTAÇÃO|Journal of the American Medical Informatics Association|A1|Atualizada em 2012
1532-2890|CIÊNCIA DA COMPUTAÇÃO|Journal of The American Society For Information Science and Technology (Online)|A1|Atualizada em 2012
1532-2882|CIÊNCIA DA COMPUTAÇÃO|Journal of the American Society for Information Science and Technology (Print)|A1|Atualizada em 2012
1933-1711|CIÊNCIA DA COMPUTAÇÃO|Journal of the American Society of Hypertension|B2|Atualizada em 2012
0004-5411|CIÊNCIA DA COMPUTAÇÃO|Journal of the Association for Computing Machinery|A1|Atualizada em 2012
1808-3331|CIÊNCIA DA COMPUTAÇÃO|Journal of the Brazilian Air Transportation Research Society|B5|Atualizada em 2012
0104-6500|CIÊNCIA DA COMPUTAÇÃO|Journal of the Brazilian Computer Society (Impresso)|B2|Atualizada em 2012
1678-4804|CIÊNCIA DA COMPUTAÇÃO|Journal of The Brazilian Computer Society (Online)|B2|Atualizada em 2012
1678-5878|CIÊNCIA DA COMPUTAÇÃO|Journal of the Brazilian Society of Mechanical Sciences and Engineering (Impresso)|C|Atualizada em 2012
1226-3192|CIÊNCIA DA COMPUTAÇÃO|Journal of the Korean Statistical Society|B4|Atualizada em 2012
0160-5682|CIÊNCIA DA COMPUTAÇÃO|Journal of the Operational Research Society|B1|Atualizada em 2012
1084-7529|CIÊNCIA DA COMPUTAÇÃO|Journal of the Optical Society of America. A, Optics, Image Science, and Vision|A2|Atualizada em 2012
0970-1249|CIÊNCIA DA COMPUTAÇÃO|Journal of the Ramanujan Mathematical Society|B3|Atualizada em 2012
0022-5193|CIÊNCIA DA COMPUTAÇÃO|Journal of Theoretical Biology|B2|Atualizada em 2012
0742-4787|CIÊNCIA DA COMPUTAÇÃO|Journal of Tribology|B4|Atualizada em 2012
0948-6968|CIÊNCIA DA COMPUTAÇÃO|Journal of Universal Computer Science (Online)|B1|Atualizada em 2012
0948-695X|CIÊNCIA DA COMPUTAÇÃO|Journal of Universal Computer Science (Print)|B1|Atualizada em 2012
1047-3203|CIÊNCIA DA COMPUTAÇÃO|Journal of Visual Communication and Image Representation (Print)|B1|Atualizada em 2012
1045-926X|CIÊNCIA DA COMPUTAÇÃO|Journal of Visual Languages and Computing|B1|Atualizada em 2012
1095-8533|CIÊNCIA DA COMPUTAÇÃO|Journal of Visual Languages and Computing (Online)|B1|Atualizada em 2012
1875-8975|CIÊNCIA DA COMPUTAÇÃO|Journal of Visualization (Online)|B3|Atualizada em 2012
1540-9589|CIÊNCIA DA COMPUTAÇÃO|Journal of Web Engineering|B3|Atualizada em 2012
1570-8268|CIÊNCIA DA COMPUTAÇÃO|Journal of Web Semantics|A1|Atualizada em 2012
1673-565X|CIÊNCIA DA COMPUTAÇÃO|Journal of Zhejiang University. Science A (Print)|C|Atualizada em 2012
1861-2032|CIÊNCIA DA COMPUTAÇÃO|Journal on Data Semantics (Print)|B3|Atualizada em 2012
1383-469X|CIÊNCIA DA COMPUTAÇÃO|Journal on Special Topics in Mobile Networks and Applications|B2|Atualizada em 2012
0972-415X|CIÊNCIA DA COMPUTAÇÃO|JP Journal of Geometry and Topology|B4|Atualizada em 2012
1983-0122|CIÊNCIA DA COMPUTAÇÃO|Justributário (Fortaleza)|C|Atualizada em 2012
0219-3116|CIÊNCIA DA COMPUTAÇÃO|Knowledge and Information Systems (electronic resource)|A2|Atualizada em 2012
0219-1377|CIÊNCIA DA COMPUTAÇÃO|Knowledge and Information Systems (Print)|A2|Atualizada em 2012
1469-8005|CIÊNCIA DA COMPUTAÇÃO|Knowledge Engineering Review (Online)|B1|Atualizada em 2012
2073-7904|CIÊNCIA DA COMPUTAÇÃO|Knowledge Management & E-Learning: An International Journal|B5|Atualizada em 2012
0950-7051|CIÊNCIA DA COMPUTAÇÃO|Knowledge-Based Systems|B1|Atualizada em 2012
1226-119X|CIÊNCIA DA COMPUTAÇÃO|Korea-Australia Rheology Journal|B2|Atualizada em 2012
0368-492X|CIÊNCIA DA COMPUTAÇÃO|Kybernetes|B2|Atualizada em 2012
0023-5954|CIÊNCIA DA COMPUTAÇÃO|Kybernetika (Praha)|C|Atualizada em 2012
1646-5237|CIÊNCIA DA COMPUTAÇÃO|Laboreal (Porto. Online)|C|Atualizada em 2012
1574-020X|CIÊNCIA DA COMPUTAÇÃO|Language Resources and Evaluation|B3|Atualizada em 2012
0102-1907|CIÊNCIA DA COMPUTAÇÃO|Laranja|C|Atualizada em 2012
1054-660X|CIÊNCIA DA COMPUTAÇÃO|Laser Physics|B2|Atualizada em 2012
1097-8526|CIÊNCIA DA COMPUTAÇÃO|Latin American Business Review (Binghamton, N.Y.)|C|Atualizada em 2012
1679-7817|CIÊNCIA DA COMPUTAÇÃO|Latin American Journal of Solids and Structures (Impresso)|B4|Atualizada em 2012
1676-2789|CIÊNCIA DA COMPUTAÇÃO|Learning and Nonlinear Models|B5|Atualizada em 2012
1438-0625|CIÊNCIA DA COMPUTAÇÃO|Learning Technology Newsletter|B5|Atualizada em 2012
0302-9743|CIÊNCIA DA COMPUTAÇÃO|Lecture Notes in Computer Science|C|Atualizada em 2012
