ISSN|area|titulo|estrato|ano
1518-4196|HISTÓRIA|Espaço Plural (Unioeste)|B5|2008
1517-5081|HISTÓRIA|Especiaria (UESC)|B5|2008
1139-3637|HISTÓRIA|Espéculo (Madrid)|B2|2008
1665-0565|HISTÓRIA|Espiral. Estudios sobre Estado y Sociedad|C|2008
1809-1296|HISTÓRIA|Esporte e Sociedade|B5|2008
1515-9833|HISTÓRIA|Estrategia Internacional|B5|2008
0328-0284|HISTÓRIA|Estudios de Historia de España (Buenos Aires)|B2|2008
0792-7061|HISTÓRIA|Estudios Interdisciplinarios de America Latina y el Caribe|B2|2008
0103-0876|HISTÓRIA|Estudos (UCGO. Impresso)|B5|2008
0101-546X|HISTÓRIA|Estudos Afro-Asiáticos (UCAM. Impresso)|B1|2008
0102-4906|HISTÓRIA|Estudos Anglo-Americanos|B2|2008
0103-4014|HISTÓRIA|Estudos Avançados (USP. Impresso)|A2|2008
1676-4951|HISTÓRIA|Estudos Bíblicos|B5|2008
0870-4457|HISTÓRIA|Estudos de Antropologia Cultural e Social|B4|2008
0103-801X|HISTÓRIA|Estudos de Religiao (IMS)|B4|2008
1415-000X|HISTÓRIA|Estudos de Sociologia (Recife)|B4|2008
1414-0144|HISTÓRIA|Estudos de Sociologia (São Paulo)|B3|2008
1645-3530|HISTÓRIA|Estudos do Século XX|B4|2008
0101-4161|HISTÓRIA|Estudos Econômicos (São Paulo. Impresso)|A2|2008
1806-6496|HISTÓRIA|Estudos em Jornalismo e Mídia (UFSC)|B5|2008
0103-2186|HISTÓRIA|Estudos Historicos (Rio de Janeiro)|A1|2008
0101-4064|HISTÓRIA|Estudos Ibero-Americanos (PUCRS. Impresso)|A2|2008
0100-2538|HISTÓRIA|Estudos Jurídicos (UNISINOS)|B4|2008
1413-0580|HISTÓRIA|Estudos Sociedade e Agricultura (UFRJ)|B5|2008
1676-2592|HISTÓRIA|ETD. Educação Temática Digital|B5|2008
0873-6561|HISTÓRIA|Etnográfica (Lisboa)|B1|2008
1270-9050|HISTÓRIA|Etudes Photographiques|B2|2008
1462-1495|HISTÓRIA|European Sports History Review|B2|2008
1519-5287|HISTÓRIA|Evidência (UNOESC)|C|2008
1414-4190|HISTÓRIA|Expressa Extensão (UFPel)|B4|2008
1519-7069|HISTÓRIA|Expressão (Guaxupé)|C|2008
1516-9340|HISTÓRIA|Expressão (Santa Maria)|B5|2008
1677-9037|HISTÓRIA|Extensão e Cultura (UFG)|B4|2008
1807-0221|HISTÓRIA|Extensio (Florianópolis)|B5|2008
1676-8221|HISTÓRIA|FACOM (FAAP)|B5|2008
1807-6971|HISTÓRIA|Fênix (UFU. Online)|B2|2008
1809-9238|HISTÓRIA|Filosofia (São Paulo)|C|2008
1519-5023|HISTÓRIA|Filosofia Unisinos (Impresso)|B4|2008
0214-9400|HISTÓRIA|FMR (Ed. Española)|B4|2008
1415-370X|HISTÓRIA|Folhetim (Rio de Janeiro)|B5|2008
0103-1783|HISTÓRIA|Fragmentos (UFSC)|B3|2008
1414-9494|HISTÓRIA|Fragmentos de Cultura (Goiânia)|B5|2008
1983-7828|HISTÓRIA|Fragmentos de Cultura (Online)|B3|2008
1577-7200|HISTÓRIA|Frenia (Madrid)|B3|2008
1517-9265|HISTÓRIA|Fronteiras (Campo Grande)|B4|2008
1415-8701|HISTÓRIA|Fronteiras (Florianópolis)|B3|2008
0123-4676|HISTÓRIA|Fronteras (Instituto Colombiano de Cultura Hispanica)|B1|2008
0104-351X|HISTÓRIA|FUMDHAMentos|B4|2008
1514-1209|HISTÓRIA|Fundación (Buenos Aires)|B3|2008
1517-8919|HISTÓRIA|Gaia (Rio de Janeiro)|B4|2008
1517-9699|HISTÓRIA|Gênero (Niterói)|B5|2008
0103-3964|HISTÓRIA|Geosul (UFSC)|B5|2008
0213-0181|HISTÓRIA|Gerión (Madrid)|B2|2008
1981-8017|HISTÓRIA|Gestão Pública (Belém)|B5|2008
1679-1827|HISTÓRIA|Gestão.Org|B5|2008
1980-5780|HISTÓRIA|Getulio (FGV)|B5|2008
1415-9015|HISTÓRIA|Glauks (UFV)|B5|2008
1413-9073|HISTÓRIA|Gragoatá (UFF)|B1|2008
1414-0268|HISTÓRIA|Grifos (UNOESC)|B5|2008
1807-4561|HISTÓRIA|Guanicuns|B5|2008
0984-2292|HISTÓRIA|Guerres Mondiales et Conflits Contemporains|A2|2008
1851-703X|HISTÓRIA|H-industri@ (B. Aires)|B4|2008
1678-6475|HISTÓRIA|Habitus (UCG. Impresso)|B4|2008
1980-0185|HISTÓRIA|Heera (UFJF. Online)|B4|2008
1518-2541|HISTÓRIA|Hélade (Rio de Janeiro)|B4|2008
0329-6121|HISTÓRIA|Herramienta (Buenos Aires)|B3|2008
1695-5498|HISTÓRIA|Hipertext.net (Barcelona)|B5|2008
1138-7319|HISTÓRIA|Hispania Nova|B1|2008
1468-2737|HISTÓRIA|Hispanic Research Journal|A2|2008
0752-5702|HISTÓRIA|Histoire, Économie et Société (Paris)|C|2008
1414-3488|HISTÓRIA|História & Ensino (UEL)|B5|2008
0103-409X|HISTÓRIA|Historia & Perspectivas (UFU)|B1|2008
0073-2435|HISTÓRIA|Historia (Santiago. Impresa)|B4|2008
1980-4369|HISTÓRIA|História (São Paulo. Online)|B1|2008
1696-2060|HISTÓRIA|Historia Actual On-Line|B2|2008
1982-209X|HISTÓRIA|História Agora|B5|2008
1576-4729|HISTÓRIA|Historia Constitucional (Oviedo)|B3|2008
1414-3518|HISTÓRIA|História da Educação (UFPel)|B4|2008
1983-9928|HISTÓRIA|História da Historiografia|B2|2008
1808-5318|HISTÓRIA|História e Economia|B3|2008
1807-1783|HISTÓRIA|História e-História|B4|2008
1519-3314|HISTÓRIA|História Econômica & História de Empresas|B2|2008
1516-2095|HISTÓRIA|História em Revista (UFPel)|B5|2008
0185-0172|HISTÓRIA|Historia Mexicana|B1|2008
1516-7658|HISTÓRIA|História Oral (Rio de Janeiro)|B1|2008
1414-6312|HISTÓRIA|História Revista (UFG. Impresso)|B3|2008
0285-4821|HISTÓRIA|Historia Scientiarum|B2|2008
0214-2570|HISTÓRIA|Historia Social|B1|2008
1413-7046|HISTÓRIA|História Social (UNICAMP)|B4|2008
1519-3861|HISTÓRIA|História Unisinos|B1|2008
1679-656X|HISTÓRIA|História Viva (São Paulo)|C|2008
0120-4661|HISTÓRIA|Historia y Espacio|B3|2008
1405-0927|HISTÓRIA|Historía y Grafía|B3|2008
0121-8417|HISTÓRIA|Historia y Sociedad (Medellin. 1994)|B3|2008
1136-1700|HISTÓRIA|Historia, Antropología y Fuentes Orales|B3|2008
0104-5970|HISTÓRIA|História, Ciências, Saúde-Manguinhos (Impresso)|A1|2008
1678-4758|HISTÓRIA|História, Ciências, Saúde-Manguinhos (Online)|B1|2008
1808-9895|HISTÓRIA|História, Imagem e Narrativas|B5|2008
1983-1250|HISTÓRIA|História, Memória e Justiça|B4|2008
0100-6932|HISTÓRIA|História. Questões e Debates|B1|2008
1517-2856|HISTÓRIA|História: Debates e Tendências (Passo Fundo)|B4|2008
0104-0456|HISTÓRIA|Histórica (São Paulo. Impresso)|C|2008
1808-6284|HISTÓRIA|Histórica (São Paulo. Online)|C|2008
1363-3554|HISTÓRIA|History Workshop Journal|A2|2008
1679-9615|HISTÓRIA|Horizonte : Revista de Estudos de Teologia e Ciências da Religião (Impresso)|B5|2008
1808-3064|HISTÓRIA|Horizonte Científico (Uberlândia)|B4|2008
0104-7183|HISTÓRIA|Horizontes Antropológicos (UFRGS. Impresso)|B2|2008
1516-4985|HISTÓRIA|Humanas (Londrina)|B5|2008
1413-0718|HISTÓRIA|Humanas (UFRGS)|B4|2008
0102-9479|HISTÓRIA|Humanidades (Brasília)|B2|2008
0104-9585|HISTÓRIA|Humanitas (UFPA)|B5|2008
0018-7615|HISTÓRIA|Humboldt (Spanische Ausg.)|A2|2008
0871-1569|HISTÓRIA|Hvmanitas (Coimbra)|A2|2008
1980-1726|HISTÓRIA|Hygeia : Revista Brasileira de Geografia Médica e da Saúde (Uberlândia)|B4|2008
1980-5837|HISTÓRIA|Ibérica (Juiz de Fora)|B3|2008
1577-3388|HISTÓRIA|Iberoamericana (Madrid)|B2|2008
1518-6911|HISTÓRIA|Ideação (Unioeste. Impresso)|B5|2008
1519-4558|HISTÓRIA|Idéias & Argumentos|B5|2008
1677-4957|HISTÓRIA|Idéias & Fatos (FINTEC)|B5|2008
0104-7876|HISTÓRIA|Ideias (UNICAMP)|B3|2008
1807-6386|HISTÓRIA|Idéias Universitárias (UEG)|B5|2008
1676-9570|HISTÓRIA|Identidade!|B5|2008
1981-8769|HISTÓRIA|IHU On-Line (UNISINOS. Impresso)|B5|2008
1981-8793|HISTÓRIA|IHU On-Line (UNISINOS. Online)|B5|2008
0393-3741|HISTÓRIA|Il Calendario del Popolo|B4|2008
1780-678X|HISTÓRIA|Image & Narrative|B2|2008
1519-6283|HISTÓRIA|Imagem Brasileira|B4|2008
1809-1725|HISTÓRIA|Imagem.N (UCB)|C|2008
1516-4128|HISTÓRIA|Imagens da Transformação|B5|2008
1413-666X|HISTÓRIA|Imaginário (USP)|B5|2008
0103-7676|HISTÓRIA|Impulso (Piracicaba)|B5|2008
1980-6418|HISTÓRIA|In Revista (UNAERP)|B5|2008
1807-846X|HISTÓRIA|Informação Dirigida|B5|2008
1517-6258|HISTÓRIA|Informe Econômico (UFPI)|B5|2008
1518-1243|HISTÓRIA|Iniciação Científica - CESUMAR|B5|2008
1415-9767|HISTÓRIA|Inimigo Rumor (Rio de Janeiro)|C|2008
1517-6940|HISTÓRIA|Insight Inteligência (Rio de Janeiro)|B4|2008
1517-3860|HISTÓRIA|Inteligência Empresarial (UFRJ)|B5|2008
1561-5324|HISTÓRIA|Intellectual News|C|2008
1676-7640|HISTÓRIA|Intellèctus (UERJ. Online)|B5|2008
1808-2831|HISTÓRIA|Inter Relações (São Paulo. Impresso)|C|2008
0101-7136|HISTÓRIA|Inter-ação (UFG. Impresso)|B5|2008
1981-8416|HISTÓRIA|Inter-ação (UFG. Online)|B5|2008
1518-7012|HISTÓRIA|Interações (UCDB)|C|2008
1809-8479|HISTÓRIA|Interações : Cultura e Comunidade (Faculdade Católica de Uberlândia. Impresso)|C|2008
1982-8497|HISTÓRIA|Interesse Nacional|C|2008
1414-3283|HISTÓRIA|Interface (Botucatu. Impresso)|B4|2008
1980-0894|HISTÓRIA|InterfacEHS (Ed. português)|B5|2008
1519-0994|HISTÓRIA|Interfaces Brasil/Canadá (Impresso)|B5|2008
1518-5893|HISTÓRIA|Interfaces de Saberes (João Pessoa. Impresso)|B4|2008
0940-7391|HISTÓRIA|International Journal of Cultural Property|B2|2008
1092-7697|HISTÓRIA|International Journal of Historical Archaeology|A2|2008
1364-971X|HISTÓRIA|International Journal of Iberian Studies|B1|2008
0309-1317|HISTÓRIA|International Journal of Urban and Regional Research (Print)|B1|2008
0020-8590|HISTÓRIA|International Review of Social History (Print)|B1|2008
0020-9317|HISTÓRIA|Internationale Spectator|B1|2008
1850-6550|HISTÓRIA|Interpretaciones. Revista de Historiografía y Ciencias Sociales de la Argentina|B5|2008
1517-6088|HISTÓRIA|Interseções (UERJ)|B4|2008
1807-1384|HISTÓRIA|INTERthesis (Florianópolis)|B5|2008
1560-9073|HISTÓRIA|Investigaciones Sociales|B3|2008
1982-0836|HISTÓRIA|Ipotesi (Juiz de Fora. Online)|B3|2008
1808-5369|HISTÓRIA|Irohín (Brasília)|B4|2008
0096-8846|HISTÓRIA|Italian Americana|B2|2008
1807-9342|HISTÓRIA|Itinerarius Reflectionis (Online)|B5|2008
1679-2009|HISTÓRIA|Itinerarius Reflectionis (UFG. Impresso)|B5|2008
1677-051X|HISTÓRIA|Jahrbuch - Institut Martius-Staden|B1|2008
0304-1042|HISTÓRIA|Japanese Journal of Religious Studies|A2|2008
1824-2049|HISTÓRIA|JCOM, Journal of Science Communication|B3|2008
1676-563X|HISTÓRIA|Jornada de História Antiga|B5|2008
1516-0386|HISTÓRIA|Jornal Brasileiro de História da Medicina|B3|2008
1414-655X|HISTÓRIA|Jornal da Ciência|C|2008
1678-6157|HISTÓRIA|Jornal da Musculação & Fitness|C|2008
0305-4403|HISTÓRIA|Journal of Archaeological Science|A1|2008
1016-3476|HISTÓRIA|Journal of Mediterranean Studies|B1|2008
1469-6053|HISTÓRIA|Journal of Social Archaeology|B1|2008
0022-4529|HISTÓRIA|Journal of Social History|A1|2008
0718-2724|HISTÓRIA|Journal of Technology Management & Innovation|B2|2008
1518-4862|HISTÓRIA|Jus Navigandi|C|2008
1676-5834|HISTÓRIA|Justiça & História (Impresso)|B4|2008
1413-7038|HISTÓRIA|Justiça do Direito (UPF)|B4|2008
1809-9564|HISTÓRIA|Juventude.br (Centro de Estudos e Memória da Juventude)|C|2008
0854-7866|HISTÓRIA|Kalam (Jakarta)|C|2008
1677-8944|HISTÓRIA|Klepsidra / Revista Virtual de História|B5|2008
0100-512X|HISTÓRIA|Kriterion (UFMG. Impresso)|B2|2008
0123-0778|HISTÓRIA|La Manzana de la Discordia|B4|2008
1413-7321|HISTÓRIA|La Salle (Canoas)|B5|2008
1519-6674|HISTÓRIA|Labirinto (UNIR)|B5|2008
1547-6715|HISTÓRIA|Labor (Durham, N.C.)|A2|2008
1911-4842|HISTÓRIA|Labour (St. John's. Online)|B3|2008
1676-9651|HISTÓRIA|Labrys (Edição em Português. Online)|B3|2008
1676-966X|HISTÓRIA|Labrys (Editión Française. Online)|B1|2008
1677-0358|HISTÓRIA|Latin American Journal of Fundamental Psychopathology On Line|B4|2008
0094-582X|HISTÓRIA|Latin American Perspectives|A1|2008
0023-8791|HISTÓRIA|Latin American Research Review|A1|2008
1983-5086|HISTÓRIA|Latinidade (Rio de Janeiro)|B5|2008
1782-1436|HISTÓRIA|Le Moyen-Âge (Online)|B2|2008
1514-3465|HISTÓRIA|Lecturas Educación Física y Deportes (Buenos Aires)|B4|2008
1519-8073|HISTÓRIA|Leitura em Revista (UNIJUÍ)|B5|2008
1982-2464|HISTÓRIA|Leituras da História|C|2008
1415-6245|HISTÓRIA|Leituras de Economia Política (UNICAMP)|B5|2008
0870-6182|HISTÓRIA|Ler História|A2|2008
0102-3527|HISTÓRIA|Letras & Letras (UFU. Impresso)|B3|2008
1519-3985|HISTÓRIA|Letras (UFSM)|B4|2008
1516-4586|HISTÓRIA|Letras Clássicas (USP)|B3|2008
1125-1743|HISTÓRIA|Letterature d'America|B1|2008
1677-3853|HISTÓRIA|Lex. Revista do Direito Brasileiro|B4|2008
1514-626X|HISTÓRIA|Ley, Razón y Justicia|B2|2008
1981-7320|HISTÓRIA|Liber Intellectus|B4|2008
1516-2168|HISTÓRIA|Licere (Belo Horizonte. Impresso)|B5|2008
1981-6847|HISTÓRIA|Língua Escrita (UFMG)|B4|2008
1518-0743|HISTÓRIA|Linguagem, Educação e Sociedade (UFPI)|B4|2008
1517-7238|HISTÓRIA|Línguas & Letras (UNIOESTE)|B5|2008
1984-7238|HISTÓRIA|Linhas (Florianópolis. Online)|B5|2008
1679-849X|HISTÓRIA|Literatura e Autoritarismo (UFSM)|B5|2008
1413-2982|HISTÓRIA|Literatura e Sociedade (USP)|B4|2008
1413-3024|HISTÓRIA|Locus (UFJF)|B1|2008
0104-9933|HISTÓRIA|Logos (UERJ. Impresso)|B3|2008
0103-7110|HISTÓRIA|LPH (UFOP)|B4|2008
0102-6445|HISTÓRIA|Lua Nova (Impresso)|B2|2008
1098-2892|HISTÓRIA|Lucero (Berkeley, Calif.)|B1|2008
1981-4070|HISTÓRIA|Lumina (UFJF. Online)|B5|2008
1679-6802|HISTÓRIA|Luneta Digital (Recife)|B5|2008
0872-248X|HISTÓRIA|Lusíada. Relações Internacionais|B2|2008
0874-8640|HISTÓRIA|Lusíada. Revista de Ciência e Cultura|A2|2008
0024-7413|HISTÓRIA|Luso-Brazilian Review|A1|2008
1257-0273|HISTÓRIA|Lusotopie (Paris)|B2|2008
1980-8100|HISTÓRIA|Lutas & Resistências|B5|2008
1415-854X|HISTÓRIA|Lutas Sociais (PUCSP)|B4|2008
1085-9659|HISTÓRIA|Luther Digest|B3|2008
1414-4751|HISTÓRIA|Made in Japan|C|2008
0104-9313|HISTÓRIA|Mana (UFRJ. Impresso)|B2|2008
1517-0241|HISTÓRIA|Mandrágora (São Bernardo do Campo)|B5|2008
1982-2987|HISTÓRIA|Maquinações (UEL)|B5|2008
1807-989X|HISTÓRIA|Maracanan|B2|2008
0871-7788|HISTÓRIA|Mare Liberum|B3|2008
1678-7684|HISTÓRIA|Margem Esquerda|B5|2008
1807-927X|HISTÓRIA|Margens (ABEP. Online)|B3|2008
1806-0560|HISTÓRIA|Margens (UFPA)|B5|2008
1677-244X|HISTÓRIA|Margens/Márgenes|B3|2008
|HISTÓRIA|Material Worlds|B5|2008
1414-7165|HISTÓRIA|Matraga (Rio de Janeiro)|B5|2008
1415-5915|HISTÓRIA|Medicina em Goiás|B5|2008
1676-1669|HISTÓRIA|Memorandum (Belo Horizonte)|B4|2008
0327-5752|HISTÓRIA|Memoria Americana|B3|2008
1677-2342|HISTÓRIA|Memória Conquistense|C|2008
0103-8931|HISTÓRIA|Memoria Viva da Educação Brasileira|B5|2008
1794-8886|HISTÓRIA|Memorias (Barranquilla)|B4|2008
1518-1219|HISTÓRIA|Meridiano 47 (UnB)|B5|2008
0160-2764|HISTÓRIA|Mester (Los Angeles)|B4|2008
0875-019X|HISTÓRIA|Metamorfoses. Revista da Cátedra Jorge de Sena da Faculdade de Letras da UFRJ|B5|2008
1677-0706|HISTÓRIA|Métis (UCS)|B4|2008
1982-6834|HISTÓRIA|Militares e Política (UFRJ)|B3|2008
1982-9922|HISTÓRIA|Minha Cidade|B5|2008
1676-5818|HISTÓRIA|Mirabilia (Vitória. Online)|B5|2008
1518-3394|HISTÓRIA|Mneme (Caicó. Online)|B5|2008
1980-6795|HISTÓRIA|Moanga (Fortaleza)|B5|2008
1982-615X|HISTÓRIA|Modapalavra E-periódico|B5|2008
1809-0222|HISTÓRIA|Monographia (FAPA)|B5|2008
0252-9076|HISTÓRIA|Montalbán|B5|2008
1676-2924|HISTÓRIA|Morpheus (UNIRIO. Online)|B5|2008
1983-7801|HISTÓRIA|Mosaico (Goiânia)|B4|2008
1981-7207|HISTÓRIA|Mouseion (UniLasalle)|B4|2008
1518-0344|HISTÓRIA|Movimento (Niterói)|B5|2008
0104-754X|HISTÓRIA|Movimento (UFRGS. Impresso)|B3|2008
1413-8972|HISTÓRIA|Multiciência (ASSER)|B5|2008
1414-512X|HISTÓRIA|Multitemas (UCDB)|B5|2008
1515-5994|HISTÓRIA|Mundo Agrario (La Plata)|B4|2008
1982-2146|HISTÓRIA|Mundo Atual|C|2008
1350-0775|HISTÓRIA|Museum International (English ed. Print)|B2|2008
1981-4526|HISTÓRIA|Nau Literária (UFRGS)|B5|2008
1989-211X|HISTÓRIA|Naveg@merica|B3|2008
0100-1248|HISTÓRIA|Navigator (Rio de Janeiro)|B4|2008
1982-8713|HISTÓRIA|Nearco (Rio de Janeiro)|B3|2008
1679-8252|HISTÓRIA|Nethistória (Brasília)|B5|2008
0037-9735|HISTÓRIA|Newsletter - Society for Historical Archaeology|A2|2008
0097-5184|HISTÓRIA|Nineteenth Century|A2|2008
1517-3909|HISTÓRIA|Noésis (Salvador)|B5|2008
0121-7550|HISTÓRIA|Nómadas (Bogotá)|B5|2008
0103-6777|HISTÓRIA|Nossa América|B5|2008
1516-5477|HISTÓRIA|Notandum (USP)|B3|2008
0101-4919|HISTÓRIA|Noticia Bibliográfica e Histórica (PUCCAMP)|B4|2008
0874-5307|HISTÓRIA|Nova Cidadania|B5|2008
|HISTÓRIA|Novecento|C|2008
0101-3300|HISTÓRIA|Novos Estudos CEBRAP (Impresso)|B1|2008
0251-3552|HISTÓRIA|Nueva Sociedad|B4|2008
0325-6960|HISTÓRIA|Nuevamérica (Buenos Aires)|B4|2008
1626-0252|HISTÓRIA|Nuevo Mundo-Mundos Nuevos|B2|2008
1669-8487|HISTÓRIA|Nuevo Topo|B3|2008
1806-812X|HISTÓRIA|Nunciopolítica (Barbacena. Impresso)|C|2008
0366-0567|HISTÓRIA|O Biológico (Impresso)|B5|2008
0102-4809|HISTÓRIA|O Eixo e a Roda (UFMG)|B5|2008
0872-6310|HISTÓRIA|O Escritor (Lisboa)|B5|2008
1676-1235|HISTÓRIA|O Marrare (Impresso)|B5|2008
0104-7809|HISTÓRIA|O Mundo da Saúde (CUSC. Impresso)|B5|2008
1413-1129|HISTÓRIA|O Olho da História|B3|2008
0870-841X|HISTÓRIA|O Professor (Lisboa)|B5|2008
1519-5481|HISTÓRIA|O Público e o Privado (UECE)|B4|2008
1415-1804|HISTÓRIA|O Social em Questão|B5|2008
0797-986X|HISTÓRIA|Observatorio da Cidadanía|C|2008
1515-3282|HISTÓRIA|Observatorio Social de América Latina|B3|2008
1909-7182|HISTÓRIA|Ocio y Sociedad|B5|2008
1519-7727|HISTÓRIA|Oculum Ensaios (PUCCAMP)|B3|2008
1517-6029|HISTÓRIA|Oficina do Inconfidência (Ouro Preto)|B5|2008
1519-8693|HISTÓRIA|Olam: Ciência & Tecnologia (Rio Claro. CD-Rom)|B5|2008
1517-0845|HISTÓRIA|Olhar (UFSCar)|B5|2008
1518-2851|HISTÓRIA|Olhares & Trilhas (UFU. Impresso)|B5|2008
1041-3650|HISTÓRIA|Ometeca (Corrales, N.M.)|B2|2008
1698-7241|HISTÓRIA|Ómnibus (Madrid)|B5|2008
0104-6276|HISTÓRIA|Opinião Pública (UNICAMP. Impresso)|B2|2008
1519-3276|HISTÓRIA|Opsis (UFG)|B3|2008
1807-8222|HISTÓRIA|Oracula (UMESP)|B5|2008
1981-4275|HISTÓRIA|Oralidades (USP)|B5|2008
1413-585X|HISTÓRIA|Organizações & Sociedade (Impresso)|B4|2008
0102-6267|HISTÓRIA|Organon (UFRGS)|B4|2008
1806-0528|HISTÓRIA|Os Urbanitas (São Paulo)|B4|2008
1807-0183|HISTÓRIA|Outra (Piracicaba)|C|2008
1808-8031|HISTÓRIA|Outros Tempos|B3|2008
1516-6333|HISTÓRIA|Outubro (São Paulo)|B2|2008
1809-290X|HISTÓRIA|OuvirOUver (Uberlândia. Impresso)|B5|2008
1677-1885|HISTÓRIA|Padeceme (Rio de Janeiro)|B5|2008
1414-4638|HISTÓRIA|Páginas Abertas (São Paulo)|C|2008
0078-7809|HISTÓRIA|Paideuma (Wiesbaden)|B3|2008
1980-7775|HISTÓRIA|Panóptica (Vitória)|B5|2008
1120-4737|HISTÓRIA|Paragone. Arte|B1|2008
1806-0781|HISTÓRIA|Paralelo 20 (Belo Horizonte)|B5|2008
1984-2503|HISTÓRIA|Passagens: Revista Internacional de História Política e Cultura Jurídica|B3|2008
0717-1501|HISTÓRIA|Patrimonio Cultural (Santiago. Impresa)|B3|2008
1808-1967|HISTÓRIA|Patrimônio e Memória (UNESP)|B1|2008
1806-700X|HISTÓRIA|Patrimônio: Lazer & Turismo (UNISANTOS)|B5|2008
1761-4961|HISTÓRIA|Pecia (Saint-Denis)|B5|2008
0871-7486|HISTÓRIA|Penelope: fazer e desfazer a historia|B1|2008
1982-2707|HISTÓRIA|Pensamento Plural (UFPEL)|B5|2008
1415-4676|HISTÓRIA|Pensar a Prática (UFG. Impresso)|B4|2008
1984-7246|HISTÓRIA|Percursos (Florianópolis. Online)|B5|2008
0188-7653|HISTÓRIA|Perfiles Latinoamericanos|B3|2008
1982-4289|HISTÓRIA|Perseu: História, Memória e Política|B4|2008
0102-5473|HISTÓRIA|Perspectiva (UFSC)|B3|2008
0101-3459|HISTÓRIA|Perspectivas: Revista de Ciências Sociais (UNESP. Araraquara. Impresso)|B2|2008
0102-7603|HISTÓRIA|Pesquisa & Debate (PUCSP. 1985. Impresso)|B4|2008
1808-978X|HISTÓRIA|Pesquisa em Debate (São Paulo. 2004)|B5|2008
1519-8774|HISTÓRIA|Pesquisa FAPESP (Impresso)|C|2008
1676-3076|HISTÓRIA|Phaos (UNICAMP)|B4|2008
1519-6917|HISTÓRIA|Philía (UERJ)|B4|2008
1478-6435|HISTÓRIA|Philosophical Magazine (2003. Print)|A1|2008
0048-3931|HISTÓRIA|Philosophy of the Social Sciences|A1|2008
1413-5787|HISTÓRIA|Phoinix (UFRJ)|B2|2008
0103-7331|HISTÓRIA|Physis (UERJ. Impresso)|B2|2008
1807-9083|HISTÓRIA|Plurais (Anápolis)|B5|2008
0103-9717|HISTÓRIA|Plural (Florianopolis)|B4|2008
1517-5677|HISTÓRIA|Poiesis (Niterói)|B5|2008
1676-0727|HISTÓRIA|Polêm!ca|B5|2008
1807-3263|HISTÓRIA|Polimorfia (FAMUNM)|B5|2008
1519-9339|HISTÓRIA|Politéia (UESB)|B3|2008
1677-4140|HISTÓRIA|Política & Sociedade (Impresso)|B3|2008
1518-7446|HISTÓRIA|Política Democrática|B4|2008
1518-6660|HISTÓRIA|Política Externa (USP)|B3|2008
1982-193X|HISTÓRIA|Ponta de Lança (UFS)|B3|2008
1517-3968|HISTÓRIA|Ponto de Vista (UFSC)|B5|2008
1415-0050|HISTÓRIA|População e Família (USP)|B3|2008
0873-1861|HISTÓRIA|População e Sociedade|B2|2008
1678-1511|HISTÓRIA|Portal do São Francisco (CESVASF)|B5|2008
0267-5315|HISTÓRIA|Portuguese Studies|A1|2008
1057-1515|HISTÓRIA|Portuguese Studies Review|A1|2008
0104-1452|HISTÓRIA|Pos-Historia (UNESP. Assis)|B3|2008
1518-9554|HISTÓRIA|Pós. Revista do Programa de Pós-Graduação em Arquitetura e Urbanismo da FAUUSP|B3|2008
0873-8343|HISTÓRIA|Praça Velha|B5|2008
1807-1112|HISTÓRIA|Prâksis (FEEVALE)|B5|2008
1807-3174|HISTÓRIA|Praxis (Salvador)|B3|2008
1676-5745|HISTÓRIA|Práxis (ULBRA)|B4|2008
1646-1983|HISTÓRIA|Praxis Archaeologica|B5|2008
1677-9878|HISTÓRIA|Práxis Evangélica|B5|2008
0104-1274|HISTÓRIA|Premissas|B5|2008
1676-9139|HISTÓRIA|Presença (Rio de Janeiro. 2002)|B4|2008
1413-1862|HISTÓRIA|Presença Pedagogica|B5|2008
1808-0669|HISTÓRIA|Presente! (Centro de Estudos e Assessoria Pedagógica)|B5|2008
1678-2593|HISTÓRIA|Prim@ Facie|B5|2008
1676-7039|HISTÓRIA|Primeira Versão (IFCH-UNICAMP)|B4|2008
1415-6881|HISTÓRIA|Principia (Rio de Janeiro)|B4|2008
1415-7888|HISTÓRIA|Princípios (São Paulo)|B4|2008
0104-8694|HISTÓRIA|Princípios (UFRN. Impresso)|B3|2008
1666-1508|HISTÓRIA|Prismas (Bernal)|B3|2008
0797-8146|HISTÓRIA|Prismas (Montevideo)|B3|2008
0103-7307|HISTÓRIA|Pró-Posições (UNICAMP. Impresso)|B3|2008
0101-4269|HISTÓRIA|Problemas Brasileiros (São Paulo)|B5|2008
1390-0099|HISTÓRIA|Procesos: revista ecuatoriana de Historia|B3|2008
1851-9091|HISTÓRIA|PROHAL Monográfico|B3|2008
1514-0032|HISTÓRIA|Prohistoria (Rosario)|B3|2008
0102-4442|HISTÓRIA|Projeto História (PUCSP)|A2|2008
1677-6631|HISTÓRIA|Propostas Alternativas|B5|2008
1678-6408|HISTÓRIA|Protestantismo em Revista|B5|2008
1465-5187|HISTÓRIA|Public Archaeology|A2|2008
0104-8570|HISTÓRIA|Publicatio UEPG|B5|2008
1809-029X|HISTÓRIA|Publicatio UEPG. Ciências Humanas, Ciências Socias Aplicadas, Linguística, Letras e Artes (Online)|B5|2008
1806-3667|HISTÓRIA|PUCviva Revista|C|2008
0391-6936|HISTÓRIA|Quaderni di Storia (Bari)|A2|2008
